source_hash,binary_sha256,command,cpu_system_s,cpu_user_s,cutoff_seconds,exit_code,peak_rss_kib,started_utc,status,stderr,stdout,usage,wall_ms
aa92d41f78ad283765d09f93d23c23732e1faef803ff7474bff4d343bf419df1,c224d4679c64fb6be14f3becabd6411afe2f0f3b7b6c78fc65b93e427a77c7e8,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/aa92d41f78ad283765d09f93d23c23732e1faef803ff7474bff4d343bf419df1/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-8-forward-s83-d10-m1-verdict/input.dl']",0.6,8.37,300,0,493908,2026-09-14T08:57:06.747756+00:00,ok,paper/results/evaluation/compiled/aa92d41f78ad283765d09f93d23c23732e1faef803ff7474bff4d343bf419df1/compile.stderr,paper/results/evaluation/compiled/aa92d41f78ad283765d09f93d23c23732e1faef803ff7474bff4d343bf419df1/compile.stdout,paper/results/evaluation/compiled/aa92d41f78ad283765d09f93d23c23732e1faef803ff7474bff4d343bf419df1/compile.time,9126.280582000618
b306464bf279d57b62df51063ef43bec70f124636645a315f089020a334c453a,f6e4536a32d73ef5bcc0870a82f98cc54ccf2bff0ab35f40eca07659d989f4f6,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/b306464bf279d57b62df51063ef43bec70f124636645a315f089020a334c453a/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-8-forward-s11-d10-m1-verdict/input.dl']",0.56,8.88,300,0,493924,2026-09-14T08:55:51.284133+00:00,ok,paper/results/evaluation/compiled/b306464bf279d57b62df51063ef43bec70f124636645a315f089020a334c453a/compile.stderr,paper/results/evaluation/compiled/b306464bf279d57b62df51063ef43bec70f124636645a315f089020a334c453a/compile.stdout,paper/results/evaluation/compiled/b306464bf279d57b62df51063ef43bec70f124636645a315f089020a334c453a/compile.time,9616.00694200024
b37d2a51327f5a0db4d3ff8908f08d2c574894b75407bd0c7896cd15da2073e7,04d5d9e090ec4e30a5e25c08733dfe8deedc54497df3061fff763d76e332294d,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/b37d2a51327f5a0db4d3ff8908f08d2c574894b75407bd0c7896cd15da2073e7/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-32-forward-s23-d10-m1-verdict/input.dl']",0.67,9.52,300,0,493956,2026-09-14T08:55:40.880311+00:00,ok,paper/results/evaluation/compiled/b37d2a51327f5a0db4d3ff8908f08d2c574894b75407bd0c7896cd15da2073e7/compile.stderr,paper/results/evaluation/compiled/b37d2a51327f5a0db4d3ff8908f08d2c574894b75407bd0c7896cd15da2073e7/compile.stdout,paper/results/evaluation/compiled/b37d2a51327f5a0db4d3ff8908f08d2c574894b75407bd0c7896cd15da2073e7/compile.time,10399.03515900005
b47605ed93d22a7a87a28b3d6689e58d4371186a06497d0ff4cb88c1a5f7df79,0b1dd1edfeba58dbfc2cb318f549d2a55196cf842af251eee67970c0bf84c7f3,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/b47605ed93d22a7a87a28b3d6689e58d4371186a06497d0ff4cb88c1a5f7df79/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-32-backward-s83-d10-m1-verdict/input.dl']",0.73,8.34,300,0,493928,2026-09-14T08:57:24.985129+00:00,ok,paper/results/evaluation/compiled/b47605ed93d22a7a87a28b3d6689e58d4371186a06497d0ff4cb88c1a5f7df79/compile.stderr,paper/results/evaluation/compiled/b47605ed93d22a7a87a28b3d6689e58d4371186a06497d0ff4cb88c1a5f7df79/compile.stdout,paper/results/evaluation/compiled/b47605ed93d22a7a87a28b3d6689e58d4371186a06497d0ff4cb88c1a5f7df79/compile.time,9616.8133329993
b747468453bca34111e1c0c0dffaf62fb02fa2a20ec0acdac9166510f93aaaf5,c37add46f41a435fd845c87e6364644cf00565b9b47514474b414c252e984ba6,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/b747468453bca34111e1c0c0dffaf62fb02fa2a20ec0acdac9166510f93aaaf5/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-8-forward-s131-d10-m1-verdict/input.dl']",0.6,8.47,300,0,493896,2026-09-14T08:59:27.307160+00:00,ok,paper/results/evaluation/compiled/b747468453bca34111e1c0c0dffaf62fb02fa2a20ec0acdac9166510f93aaaf5/compile.stderr,paper/results/evaluation/compiled/b747468453bca34111e1c0c0dffaf62fb02fa2a20ec0acdac9166510f93aaaf5/compile.stdout,paper/results/evaluation/compiled/b747468453bca34111e1c0c0dffaf62fb02fa2a20ec0acdac9166510f93aaaf5/compile.time,9242.04567400011
c1a794c2e3d9ba387fb4e7a56e091876d3b4f68ce923c2a32f55b0f61e0d4084,cf275a55f2037a05b84693ea47ec7b618a22da9807bfd6b5bbb9f573140b87f6,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/c1a794c2e3d9ba387fb4e7a56e091876d3b4f68ce923c2a32f55b0f61e0d4084/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-12-backward-s83-d10-m1-verdict/input.dl']",0.54,8.51,300,0,493844,2026-09-14T08:58:02.176078+00:00,ok,paper/results/evaluation/compiled/c1a794c2e3d9ba387fb4e7a56e091876d3b4f68ce923c2a32f55b0f61e0d4084/compile.stderr,paper/results/evaluation/compiled/c1a794c2e3d9ba387fb4e7a56e091876d3b4f68ce923c2a32f55b0f61e0d4084/compile.stdout,paper/results/evaluation/compiled/c1a794c2e3d9ba387fb4e7a56e091876d3b4f68ce923c2a32f55b0f61e0d4084/compile.time,9224.198036999951
c4a0e86e8804c141e9b6b6da66d71c160b28fc61e14f7e19125c29be0fb13fc7,99ddf7239a1682117bcdf716206557c98e4002e42d53dcda97f74fb8886e253b,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/c4a0e86e8804c141e9b6b6da66d71c160b28fc61e14f7e19125c29be0fb13fc7/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-4-backward-s83-d10-m1-verdict/input.dl']",0.63,8.5,300,0,493912,2026-09-14T09:00:05.041900+00:00,ok,paper/results/evaluation/compiled/c4a0e86e8804c141e9b6b6da66d71c160b28fc61e14f7e19125c29be0fb13fc7/compile.stderr,paper/results/evaluation/compiled/c4a0e86e8804c141e9b6b6da66d71c160b28fc61e14f7e19125c29be0fb13fc7/compile.stdout,paper/results/evaluation/compiled/c4a0e86e8804c141e9b6b6da66d71c160b28fc61e14f7e19125c29be0fb13fc7/compile.time,9282.692192000468
cb1574a9478ff97297442b26fa7fa74539d0a2e95c837c1e73e6a822632628e2,3b4f16f23ea6c992d452d6faf04fdf45bf3f7aac95b3183238a83a9a1acd7c53,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/cb1574a9478ff97297442b26fa7fa74539d0a2e95c837c1e73e6a822632628e2/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-4-backward-s47-d10-m1-verdict/input.dl']",0.66,8.54,300,0,493896,2026-09-14T08:58:30.251896+00:00,ok,paper/results/evaluation/compiled/cb1574a9478ff97297442b26fa7fa74539d0a2e95c837c1e73e6a822632628e2/compile.stderr,paper/results/evaluation/compiled/cb1574a9478ff97297442b26fa7fa74539d0a2e95c837c1e73e6a822632628e2/compile.stdout,paper/results/evaluation/compiled/cb1574a9478ff97297442b26fa7fa74539d0a2e95c837c1e73e6a822632628e2/compile.time,9388.52173000123
cd06885c4c81310e09bb33b7a009bfd84fd88741ae0e2c4a6d3021cc90a8a2ab,363731d4a6beea38ff12c5ca03d90c0df59b88b12295370004d80f6647bf2cf2,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/cd06885c4c81310e09bb33b7a009bfd84fd88741ae0e2c4a6d3021cc90a8a2ab/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-16-backward-s23-d10-m1-verdict/input.dl']",0.58,8.4,300,0,493928,2026-09-14T08:57:34.805325+00:00,ok,paper/results/evaluation/compiled/cd06885c4c81310e09bb33b7a009bfd84fd88741ae0e2c4a6d3021cc90a8a2ab/compile.stderr,paper/results/evaluation/compiled/cd06885c4c81310e09bb33b7a009bfd84fd88741ae0e2c4a6d3021cc90a8a2ab/compile.stdout,paper/results/evaluation/compiled/cd06885c4c81310e09bb33b7a009bfd84fd88741ae0e2c4a6d3021cc90a8a2ab/compile.time,9182.311925998874
d17f4226c9505ead133a977e6ec5c02e013f572ea17b9100e8031384c09547f9,457794af1deda349ad25da318e7b96ab9b00c16409a7706a6b448ea9b00db023,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/d17f4226c9505ead133a977e6ec5c02e013f572ea17b9100e8031384c09547f9/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-policy-1000-both-s11-d10-m1-verdict/input.dl']",0.61,9.65,300,0,574684,2026-09-14T08:54:17.394229+00:00,ok,paper/results/evaluation/compiled/d17f4226c9505ead133a977e6ec5c02e013f572ea17b9100e8031384c09547f9/compile.stderr,paper/results/evaluation/compiled/d17f4226c9505ead133a977e6ec5c02e013f572ea17b9100e8031384c09547f9/compile.stdout,paper/results/evaluation/compiled/d17f4226c9505ead133a977e6ec5c02e013f572ea17b9100e8031384c09547f9/compile.time,10488.233316000333
d1f69753e91d911333254830c1c1d0740bf1c2299cfec6909de63fc7752ebc80,9063ed14e99448e6c093a5ba4b58ea100088c370b67313ebec02f29dfda21985,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/d1f69753e91d911333254830c1c1d0740bf1c2299cfec6909de63fc7752ebc80/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-12-forward-s23-d10-m1-verdict/input.dl']",0.6,8.4,300,0,493932,2026-09-14T08:56:00.928550+00:00,ok,paper/results/evaluation/compiled/d1f69753e91d911333254830c1c1d0740bf1c2299cfec6909de63fc7752ebc80/compile.stderr,paper/results/evaluation/compiled/d1f69753e91d911333254830c1c1d0740bf1c2299cfec6909de63fc7752ebc80/compile.stdout,paper/results/evaluation/compiled/d1f69753e91d911333254830c1c1d0740bf1c2299cfec6909de63fc7752ebc80/compile.time,9205.177022999123
d55118a6a75aa8a6028943959a768a55ee0b452975633e94485e733131b64613,9f81886b0083b0d771d1b50528e42854312eb4e7ca115e50a0f1073c5fc3ade1,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/d55118a6a75aa8a6028943959a768a55ee0b452975633e94485e733131b64613/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-8-forward-s47-d10-m1-verdict/input.dl']",0.55,8.37,300,0,493924,2026-09-14T08:53:50.100067+00:00,ok,paper/results/evaluation/compiled/d55118a6a75aa8a6028943959a768a55ee0b452975633e94485e733131b64613/compile.stderr,paper/results/evaluation/compiled/d55118a6a75aa8a6028943959a768a55ee0b452975633e94485e733131b64613/compile.stdout,paper/results/evaluation/compiled/d55118a6a75aa8a6028943959a768a55ee0b452975633e94485e733131b64613/compile.time,9112.500344999717
d5ff7bc1679cd1c2ea91a9ad8d937a32a90c564e0ed84dadd885071c1571ac8d,947d3c9f448018037d0ee5ff23882e9d5e3e5f2b1d03fbeb22d7a301888104fd,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/d5ff7bc1679cd1c2ea91a9ad8d937a32a90c564e0ed84dadd885071c1571ac8d/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-16-forward-s47-d10-m1-verdict/input.dl']",0.61,8.62,300,0,493932,2026-09-14T08:56:38.786426+00:00,ok,paper/results/evaluation/compiled/d5ff7bc1679cd1c2ea91a9ad8d937a32a90c564e0ed84dadd885071c1571ac8d/compile.stderr,paper/results/evaluation/compiled/d5ff7bc1679cd1c2ea91a9ad8d937a32a90c564e0ed84dadd885071c1571ac8d/compile.stdout,paper/results/evaluation/compiled/d5ff7bc1679cd1c2ea91a9ad8d937a32a90c564e0ed84dadd885071c1571ac8d/compile.time,9403.291939001065
dd3d711c739a80266ce65e6a4451f5b0a19270cc38d9e19a4554d09208df50a6,263fdd85db862a678c247d58e0aa2fc182acf35c4f35478ca0e379a8eec548ed,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/dd3d711c739a80266ce65e6a4451f5b0a19270cc38d9e19a4554d09208df50a6/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-8-backward-s11-d10-m1-verdict/input.dl']",0.58,8.24,300,0,493912,2026-09-14T08:54:27.897748+00:00,ok,paper/results/evaluation/compiled/dd3d711c739a80266ce65e6a4451f5b0a19270cc38d9e19a4554d09208df50a6/compile.stderr,paper/results/evaluation/compiled/dd3d711c739a80266ce65e6a4451f5b0a19270cc38d9e19a4554d09208df50a6/compile.stdout,paper/results/evaluation/compiled/dd3d711c739a80266ce65e6a4451f5b0a19270cc38d9e19a4554d09208df50a6/compile.time,8999.713629000325
e2dd25974325f8d477e400caa6313fddd46ec55331336e36b28e7ef59448abff,28f2aede0315b58a4829fcca67b910b0ecac2904485fcdc20cc61545a753cc43,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/e2dd25974325f8d477e400caa6313fddd46ec55331336e36b28e7ef59448abff/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-12-backward-s23-d10-m1-verdict/input.dl']",0.58,8.06,300,0,493924,2026-09-14T08:55:04.585974+00:00,ok,paper/results/evaluation/compiled/e2dd25974325f8d477e400caa6313fddd46ec55331336e36b28e7ef59448abff/compile.stderr,paper/results/evaluation/compiled/e2dd25974325f8d477e400caa6313fddd46ec55331336e36b28e7ef59448abff/compile.stdout,paper/results/evaluation/compiled/e2dd25974325f8d477e400caa6313fddd46ec55331336e36b28e7ef59448abff/compile.time,8853.06198499893
e78fbab0d1589adcd89cd70aae09c3c201ec989536580c4ed9b5525d10be4296,b4e59961105796bddc3358031a2215de935e92dc82777908befef4abcdc9d4c2,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/e78fbab0d1589adcd89cd70aae09c3c201ec989536580c4ed9b5525d10be4296/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-16-forward-s11-d10-m1-verdict/input.dl']",0.69,8.48,300,0,493932,2026-09-14T08:59:36.553896+00:00,ok,paper/results/evaluation/compiled/e78fbab0d1589adcd89cd70aae09c3c201ec989536580c4ed9b5525d10be4296/compile.stderr,paper/results/evaluation/compiled/e78fbab0d1589adcd89cd70aae09c3c201ec989536580c4ed9b5525d10be4296/compile.stdout,paper/results/evaluation/compiled/e78fbab0d1589adcd89cd70aae09c3c201ec989536580c4ed9b5525d10be4296/compile.time,9387.685755000348
eb8404c09fee61d1a8e160fe501bb42b1920a73d93361c41b04189bb34aad2f3,67e14da5f36ed3c0ec97417d94e8785ae33de16204d81dbeb58ddf0c5c0db580,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/eb8404c09fee61d1a8e160fe501bb42b1920a73d93361c41b04189bb34aad2f3/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-12-backward-s131-d10-m1-verdict/input.dl']",0.52,8.36,300,0,493956,2026-09-14T09:01:00.696137+00:00,ok,paper/results/evaluation/compiled/eb8404c09fee61d1a8e160fe501bb42b1920a73d93361c41b04189bb34aad2f3/compile.stderr,paper/results/evaluation/compiled/eb8404c09fee61d1a8e160fe501bb42b1920a73d93361c41b04189bb34aad2f3/compile.stdout,paper/results/evaluation/compiled/eb8404c09fee61d1a8e160fe501bb42b1920a73d93361c41b04189bb34aad2f3/compile.time,9043.20435199952
ec93a2eaf3331faf131d8357ea4f5830b9b9dbf9cc87e7f9e09105cef4d0174c,4f08517b0647fe84ed97671d819861fedba41770f1d16dcad4e99b337948b0ac,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/ec93a2eaf3331faf131d8357ea4f5830b9b9dbf9cc87e7f9e09105cef4d0174c/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-8-backward-s23-d10-m1-verdict/input.dl']",0.56,8.16,300,0,493912,2026-09-14T08:59:18.412118+00:00,ok,paper/results/evaluation/compiled/ec93a2eaf3331faf131d8357ea4f5830b9b9dbf9cc87e7f9e09105cef4d0174c/compile.stderr,paper/results/evaluation/compiled/ec93a2eaf3331faf131d8357ea4f5830b9b9dbf9cc87e7f9e09105cef4d0174c/compile.stdout,paper/results/evaluation/compiled/ec93a2eaf3331faf131d8357ea4f5830b9b9dbf9cc87e7f9e09105cef4d0174c/compile.time,8891.83661700008
fb88b87e66b802d1e1edba1b7be2757441e3e9e0328ca5c7d97e30dc2b275744,1aabd39e6421cd319e9ddb5bbfc16c35e709ee2c1341c535f8e72d90628ebb8d,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/fb88b87e66b802d1e1edba1b7be2757441e3e9e0328ca5c7d97e30dc2b275744/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-16-forward-s131-d10-m1-verdict/input.dl']",0.6,8.27,300,0,493912,2026-09-14T09:00:33.514772+00:00,ok,paper/results/evaluation/compiled/fb88b87e66b802d1e1edba1b7be2757441e3e9e0328ca5c7d97e30dc2b275744/compile.stderr,paper/results/evaluation/compiled/fb88b87e66b802d1e1edba1b7be2757441e3e9e0328ca5c7d97e30dc2b275744/compile.stdout,paper/results/evaluation/compiled/fb88b87e66b802d1e1edba1b7be2757441e3e9e0328ca5c7d97e30dc2b275744/compile.time,9011.434992000432
fb92b96b1f824b2b700f0fcbd74496652ea7060daa233bb0e8690d0cefe6d721,03a2232a4810eacbd8a81782b0d42f01087ee7650888b7f002b42cc8c8b25b9f,"['souffle', '-j', '1', '-o', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/compiled/fb92b96b1f824b2b700f0fcbd74496652ea7060daa233bb0e8690d0cefe6d721/program', '/home/dhilipsiva/projects/dhilipsiva/nibli/paper/results/evaluation/inputs/comparison-chain-12-forward-s83-d10-m1-verdict/input.dl']",0.6,8.22,300,0,493912,2026-09-14T08:54:46.066743+00:00,ok,paper/results/evaluation/compiled/fb92b96b1f824b2b700f0fcbd74496652ea7060daa233bb0e8690d0cefe6d721/compile.stderr,paper/results/evaluation/compiled/fb92b96b1f824b2b700f0fcbd74496652ea7060daa233bb0e8690d0cefe6d721/compile.stdout,paper/results/evaluation/compiled/fb92b96b1f824b2b700f0fcbd74496652ea7060daa233bb0e8690d0cefe6d721/compile.time,9006.458453999585
